index,symbol,name,price,changesPercentage,change,dayLow,dayHigh,yearHigh,yearLow,marketCap,priceAvg50,priceAvg200,volume,avgVolume,exchange,open,previousClose,eps,pe,earningsAnnouncement,sharesOutstanding,timestamp
CHPT,CHPT,"ChargePoint Holdings, Inc.",25.82,-1.3374107,-0.35000038,25.0,25.99,49.48,17.6,8389046784.0,22.6228,25.08415,5164375.0,10298549.0,NYSE,25.02,26.17,-3.226,,2021-12-07T21:00:00.000+0000,324904988.0,1638176258
CHY,CHY,Calamos Convertible and High Income Fund,16.11,-1.5882725,-0.26000023,16.03,16.19,17.09,13.4,1185158016.0,16.3896,15.90805,94892.0,109350.0,NASDAQ,16.19,16.37,6.83,2.3587117,,73566606.0,1638176258
CLAY,CLAY,Chavant Capital Acquisition Corp.,9.83,-0.10162834,-0.01000023,9.83,9.83,9.92,9.59,98300000.0,9.8442,9.798784,216.0,25571.0,NASDAQ,9.83,9.84,,,,10000000.0,1638176258
CLBK,CLBK,"Columbia Financial, Inc.",18.45,-3.4536884,-0.65999985,18.21,18.82,19.75,14.17,1960884480.0,18.8172,17.9025,105168.0,114214.0,NASDAQ,18.64,19.11,0.84,21.964287,2022-01-25T10:59:00.000+0000,106281002.0,1638176258
CLBS,CLBS,"Caladrius Biosciences, Inc.",0.98,0.0,0.0,0.92,0.98,4.89,0.92,58584304.0,1.1324,1.47355,258688.0,338506.0,NASDAQ,0.95,0.98,-0.577,,2022-02-23T21:00:00.000+0000,59779902.0,1638176258
CLCN,CLCN,Creative Learning Corporation,0.148,0.0,0.0,0.148,0.148,0.33,0.12,1950018.0,0.1788,0.1809,68588.0,5103.0,MUTUAL_FUND,0.15,0.148,0.02,7.4,2020-04-02T00:00:00.000+0000,13175797.0,1638176258
CLDR,CLDR,"Cloudera, Inc.",0.0,-100.0,-15.98,15.98,16.0,19.35,9.34,0.0,15.943334,14.789556,12994997.0,3663963.0,NYSE,15.98,15.98,-0.481,0.0,2021-12-01T10:59:00.000+0000,292215008.0,1638176258
CLEU,CLEU,China Liberal Education Holdings Limited,1.95,-3.4653432,-0.06999993,1.92,2.03,9.82,1.42,24049936.0,2.2912,3.0149,501652.0,1637017.0,NASDAQ,2.01,2.02,0.207,9.42029,2021-04-30T10:59:00.000+0000,12333301.0,1638176258
CME,CME,CME Group Inc.,222.16,-2.9614742,-6.779999,221.11,225.92,230.9,172.95,79844081664.0,211.2788,208.05624,1006079.0,1297290.0,NASDAQ,225.0,228.94,6.78,32.76696,2022-02-08T13:30:00.000+0000,359398999.0,1638176258
CMRE,CMRE,Costamare Inc.,12.08,-2.5806427,-0.3199997,11.8,12.14,16.72,6.92,1492725632.0,14.056,11.89605,439927.0,772234.0,NYSE,12.0,12.4,2.202,5.485922,2022-01-31T10:59:00.000+0000,123570003.0,1638176258
CNO,CNO,"CNO Financial Group, Inc.",23.38,-3.7067606,-0.9000015,22.71,23.62,27.89,21.06,2883057920.0,24.7318,24.62055,714435.0,888146.0,NYSE,23.19,24.28,3.236,7.224969,2022-02-07T10:59:00.000+0000,123312999.0,1638176258
CNSL,CNSL,"Consolidated Communications Holdings, Inc.",7.77,-3.7174687,-0.2999997,7.52,7.875,9.89,4.7,767320128.0,8.6338,8.1176,231625.0,333476.0,NASDAQ,7.8,8.07,-1.604,,2022-02-23T13:30:00.000+0000,98754199.0,1638176258
COLM,COLM,Columbia Sportswear Company,100.18,-2.8604646,-2.949997,98.81,101.335,114.98,81.76,6533449216.0,100.4602,102.68555,195757.0,284249.0,NASDAQ,101.28,103.13,4.402,22.757837,2022-02-03T21:00:00.000+0000,65217101.0,1638176258
CONN,CONN,"Conn's, Inc.",22.67,-3.490846,-0.8199997,21.64,23.06,31.48,10.83,668692480.0,23.661,22.0982,240912.0,315501.0,NASDAQ,22.38,23.49,3.876,5.8488135,2021-12-06T13:30:00.000+0000,29496801.0,1638176258
CPA,CPA,"Copa Holdings, S.A.",71.77,-7.261924,-5.6200027,69.68,73.82,94.91,64.66,3049564672.0,79.7702,79.5406,844047.0,337409.0,NYSE,73.54,77.39,-5.909,,2022-02-08T10:59:00.000+0000,42490799.0,1638176258
CPG,CPG,Crescent Point Energy Corp.,4.47,-8.588959,-0.42000008,4.31,4.48,5.48,1.75,2602635008.0,4.7424,4.14535,3737012.0,3634660.0,NYSE,4.45,4.89,3.06,1.4607843,2021-10-28T06:30:13.000+0000,582244968.0,1638176258
CPLG,CPLG,CorePoint Lodging Inc.,15.48,-0.32195872,-0.05000019,15.425,15.58,18.15,6.05,904730112.0,15.798,12.2467,1153191.0,373765.0,NYSE,15.56,15.53,-0.492,,2021-11-08T06:20:00.000+0000,58445098.0,1638176258
CPSH,CPSH,CPS Technologies Corporation,3.97,-2.2167466,-0.08999991,3.85,4.0,30.0,2.06,56971484.0,4.9176,8.2204,79413.0,159149.0,NASDAQ,3.93,4.06,0.196,20.255102,2022-02-21T21:00:00.000+0000,14350500.0,1638176258
CPZ,CPZ,Calamos Long/Short Equity & Dynamic Income Term Trust,19.895,-2.0915318,-0.42499924,19.85,20.05,21.628,17.0,390582624.0,20.50382,20.263775,27209.0,56231.0,NASDAQ,20.05,20.32,,,,19632200.0,1638176258
CRCW,CRCW,The Crypto Company,3.2,6.6666684,0.20000005,2.97,3.33,74.0,0.95,70805760.0,2.8437,2.96402,30840.0,39082.0,MUTUAL_FUND,3.15,3.0,-0.15,,2020-06-29T14:30:00.000+0000,22126800.0,1638176258
CRKN,CRKN,Crown ElectroKinetics Corp.,3.5,0.8645525,0.02999997,3.35,3.54,8.0,2.58,52630900.0,3.7786,3.92555,17815.0,104974.0,MUTUAL_FUND,3.41,3.47,-2.857,,2022-02-14T13:30:00.000+0000,15037400.0,1638176258
CRMT,CRMT,"America's Car-Mart, Inc.",102.03,-3.188159,-3.3600006,99.63,103.395,177.45,99.63,664109184.0,118.4752,139.0742,41823.0,51965.0,NASDAQ,102.48,105.39,15.964,6.3912554,2022-02-14T10:59:00.000+0000,6508960.0,1638176258
CRNX,CRNX,"Crinetics Pharmaceuticals, Inc.",24.4,-11.208151,-3.08,23.65,27.95,28.78,12.6,1158997504.0,23.3616,19.6265,171701.0,271979.0,NASDAQ,26.88,27.48,-2.786,,2021-11-05T08:00:00.000+0000,47499898.0,1638176258
CRUS,CRUS,"Cirrus Logic, Inc.",78.46,-3.1955628,-2.590004,78.2,80.72,103.25,71.11,4482890752.0,81.0496,81.31945,243269.0,383441.0,NASDAQ,79.89,81.05,4.055,19.348953,2022-01-31T10:59:00.000+0000,57136002.0,1638176258
CRZO,CRZO,,,0.0,,,,,,,,,,,,,,,,,,1638176258
CSLT,CSLT,"Castlight Health, Inc.",1.6,-4.1916127,-0.06999993,1.57,1.65,2.71,1.07,259409616.0,1.719,1.8545,307366.0,727323.0,NYSE,1.62,1.67,-0.055,,2022-02-21T10:59:00.000+0000,162131010.0,1638176258
CSTM,CSTM,Constellium SE,17.97,-2.4430008,-0.45000076,17.03,18.0,21.6,11.92,2545935360.0,18.9714,17.8068,933436.0,915701.0,NYSE,17.5,18.42,2.14,8.397196,2022-02-23T13:30:00.000+0000,141676982.0,1638176258
CSVI,CSVI,"Computer Services, Inc.",55.5,0.0,0.0,55.5,57.24,63.95,51.15,1524018944.0,56.1548,58.3381,2595.0,10492.0,PNK,55.52,55.5,2.03,27.339901,2022-01-05T13:30:00.000+0000,27459801.0,1638176258
CTAQ,CTAQ,Carney Technology Acquisition Corp. II,9.798,-0.122325,-0.01200008,9.77,9.8,15.0,9.6,510598304.0,9.78324,9.79392,5187.0,60914.0,NASDAQ,9.77,9.81,,,2021-03-30T10:59:00.000+0000,52112503.0,1638176258
CTKB,CTKB,"Cytek Biosciences, Inc.",19.02,-2.311242,-0.44999886,18.54,19.59,28.7,17.4,2543468544.0,22.884,23.123146,63619.0,261179.0,NASDAQ,19.2,19.47,0.01,1902.0001,,133726001.0,1638176258
CUII,CUII,"China United Insurance Service, Inc.",1.9,0.0,0.0,1.9,1.9,2.0,1.28,57543780.0,1.7076,1.71575,100.0,57.0,MUTUAL_FUND,1.9,1.9,0.156,12.179487,2021-03-25T10:59:00.000+0000,30286200.0,1638176258
CVET,CVET,"Covetrus, Inc.",17.78,-2.5753386,-0.4699993,17.2501,18.26,40.775,16.99,2449782016.0,19.0892,25.427675,628322.0,921442.0,NASDAQ,17.87,18.25,-0.414,,2021-11-04T16:01:00.000+0000,137783016.0,1638176258
CVGW,CVGW,"Calavo Growers, Inc.",41.74,-3.4913256,-1.5099983,41.22,42.81,85.4,33.25,738100992.0,40.442,60.1915,119135.0,256122.0,NASDAQ,42.81,43.25,0.408,102.303925,2021-12-20T21:00:00.000+0000,17683301.0,1638176258
CVU,CVU,"CPI Aerostructures, Inc.",3.0661,4.64504,0.1361,2.9263,3.08,7.0,2.45,37499320.0,2.8746,3.64965,40966.0,37000.0,AMEX,2.93,2.93,-0.31,,2021-12-29T13:30:00.000+0000,12230299.0,1638176258
DBGIW,DBGIW,"Digital Brands Group, Inc.",0.8802,-2.1999943,-0.01979995,0.8802,0.8999,0.8999,0.8802,,0.0,0.0,20205.0,0.0,NASDAQ,1.36,0.9,,,,,1638176258
DCRCW,DCRCW,Decarbonization Plus Acquisition Corp III,4.68,-1.8867956,-0.09000015,4.37,4.72,4.72,4.37,,0.0,0.0,23855.0,0.0,NASDAQ,4.68,4.77,,,,,1638176258
DDI,DDI,"DoubleDown Interactive Co., Ltd. American Depository Shares",15.61,-2.2542305,-0.3600006,15.61,16.06,18.45,15.134,773528576.0,16.9486,16.893278,4639.0,95565.0,NASDAQ,15.7,15.97,1.701,9.176954,2021-11-10T21:00:00.000+0000,49553400.0,1638176258
DDMX,DDMX,DD3 Acquisition Corp. II,9.35,-4.4943776,-0.43999958,9.02,9.8,11.02,9.02,149553264.0,9.92078,9.938615,27317.0,95284.0,NASDAQ,9.745,9.79,,,,15995001.0,1638176258
DDT,DDT,Dillards Capital Trust I CAP SECS 7.5%,26.99,0.01593127,0.00429916,26.99,26.99,28.03,24.44,,27.17,26.3353,428.0,13303.0,NYSE,26.99,26.9857,,,,,1638176258
DERM,DERM,Journey Medical Corporation Common Stock,8.49,2.9090881,0.23999977,8.2,8.6,10.2,8.2,139585792.0,8.745,8.745,25127.0,484900.0,NASDAQ,8.2,8.25,-0.991,,,16441200.0,1638176258
DFCO,DFCO,Dalrada Corporation,0.711,-5.199997,-0.03899998,0.711,0.7695,0.84,0.1,53838128.0,0.4604,0.376315,27593.0,116225.0,MUTUAL_FUND,0.75,0.75,-0.02,,2022-02-10T21:00:00.000+0000,75721699.0,1638176258
DFPHW,DFPHW,DFP Healthcare Acquisitions Corp.,1.84,3.3707902,0.06000006,1.74,1.84,1.84,1.74,,0.0,0.0,47211.0,0.0,NYSE,1.71,1.78,,,,,1638176258
DHHCU,DHHCU,DiamondHead Holdings Corp.,9.92,-0.30150485,-0.02999973,9.92,9.92,11.68,9.73,,9.90378,10.00565,4957.0,10817.0,NASDAQ,9.92,9.95,,,,,1638176258
DIS,DIS,The Walt Disney Company,148.11,-2.1342645,-3.2299957,145.85,148.85,203.02,145.85,269213630464.0,169.5448,178.81555,11909604.0,10823914.0,NYSE,146.8,151.34,1.094,135.38391,2022-02-09T10:59:00.000+0000,1817660053.0,1638176258
DLA,DLA,"Delta Apparel, Inc.",29.79,-1.585727,-0.47999954,28.48,30.13,35.26,18.0,207775120.0,27.1418,29.1984,12013.0,15619.0,AMEX,30.13,30.27,2.86,10.416084,2022-02-07T21:00:00.000+0000,6974660.0,1638176258
DLCR,DLCR,Kibush Capital Corporation,0.00315,12.500005,0.00035,0.0028,0.0034,0.0164,0.0014,2321824.0,0.004127,0.00577245,3559269.0,6261835.0,MUTUAL_FUND,0.0028,0.0028,-0.001,,2020-06-16T17:22:00.000+0000,737086984.0,1638176258
DLTI,DLTI,DLT Resolution Inc.,2.0,0.0,0.0,1.98,2.22,2.32,0.75,45335000.0,2.196402,1.781916,14117.0,21512.0,MUTUAL_FUND,1.99,2.0,-0.024,,2020-08-11T12:30:00.000+0000,22667500.0,1638176258
DMYI-UN,DMYI-UN,"dMY Technology Group, Inc. III",11.23,-5.2320743,-0.62000084,10.95,12.1,16.45,10.05,,10.911629,10.939259,11152.0,6635.0,NYSE,12.1,11.85,,,,,1638176258
DRAYU,DRAYU,Macondray Capital Acquisition Corp. I,10.091,0.40795437,0.04099941,10.05,10.091,10.091,9.8,,9.98148,9.949029,15326.0,21741.0,NASDAQ,10.04,10.05,,,,,1638176258
DRMA,DRMA,"Dermata Therapeutics, Inc.",2.7,-3.9145873,-0.1099999,2.5,2.85,6.95,2.23,22487302.0,4.61006,4.7205,124038.0,445515.0,NASDAQ,2.56,2.81,-3.092,,,8328630.0,1638176258
DSU,DSU,"BlackRock Debt Strategies Fund, Inc.",11.59,-1.109216,-0.13000011,11.55,11.7,12.5,10.07,539998976.0,11.5978,11.27045,193838.0,107817.0,NYSE,11.69,11.72,1.661,6.977724,,46591801.0,1638176258
DTSS,DTSS,Datasea Inc.,1.71,1.7857198,0.03000009,1.59,1.74,6.84,1.55,41025124.0,1.9867,2.617315,60948.0,542749.0,NASDAQ,1.67,1.68,-0.239,,2020-09-28T12:30:00.000+0000,23991301.0,1638176258
DWIN,DWIN,Delwinds Insurance Acquisition Corp.,9.89,0.0,0.0,9.86,9.89,10.29,9.65,255051248.0,9.86044,9.831085,3764.0,54077.0,NASDAQ,9.86,9.89,-0.01,,2021-03-31T10:59:00.000+0000,25788802.0,1638176258
DXC,DXC,DXC Technology Company,30.5,-3.5725553,-1.1299992,29.88,31.07,44.18,21.63,7693289984.0,33.6932,34.5408,1844409.0,1677541.0,NYSE,30.37,31.63,1.52,20.06579,2022-02-02T10:59:00.000+0000,252239016.0,1638176258
EACO,EACO,EACO Corporation,24.0,0.0,0.0,24.0,24.0,24.98,16.04,116678160.0,20.809,19.193,7.0,57.0,MUTUAL_FUND,24.0,24.0,1.393,17.229002,2021-03-30T20:00:00.000+0000,4861590.0,1638176258
EARN,EARN,Ellington Residential Mortgage REIT,11.39,-0.5240128,-0.05999947,11.11,11.45,13.92,10.71,147334208.0,11.81,11.9427,214403.0,153226.0,NYSE,11.4,11.45,0.307,37.10098,2022-02-14T10:59:00.000+0000,12935400.0,1638176258
EBIX,EBIX,"Ebix, Inc.",31.625,-10.385381,-3.665001,31.27,33.99,64.14,22.39,978585024.0,31.6326,31.01325,225800.0,179906.0,NASDAQ,33.46,35.29,2.36,13.400424,2021-11-09T07:30:01.000+0000,30943400.0,1638176258
ECCB,ECCB,Eagle Point Credit Company Inc.,25.1,-0.15910505,-0.03999901,25.1,25.15,26.02,24.964,409707296.0,25.4404,25.539366,2811.0,5657.0,NYSE,25.1,25.14,6.223,4.0334244,2020-08-17T10:00:00.000+0000,16323000.0,1638176258
EDNCU,EDNCU,Endurance Acquisition Corp. Unit,10.11,-0.58997464,-0.06000042,10.07,10.17,10.85,9.85,,9.96306,9.959673,21987.0,248959.0,NASDAQ,10.1,10.17,,,,,1638176258
EDTX,EDTX,EdtechX Holdings Acquisition Corp. II,9.97,-0.20019524,-0.0199995,9.98,9.98,21.06,9.72,143318752.0,9.98698,9.95006,2.0,11706.0,NASDAQ,10.0,9.99,0.05,199.40001,,14375000.0,1638176258
EDU,EDU,New Oriental Education & Technology Group Inc.,2.23,-2.620085,-0.05999994,2.14,2.265,19.974,1.68,3904618496.0,2.1398,8.131,24648224.0,42959966.0,NYSE,2.17,2.29,0.2,11.15,2021-11-29T10:59:00.000+0000,1750949998.0,1638176258
EDUC,EDUC,Educational Development Corporation,9.35,-0.6376139,-0.05999947,9.0201,9.42,19.5,8.98,80934912.0,9.7548,12.98045,4580.0,18198.0,NASDAQ,9.39,9.41,1.39,6.7266192,2022-01-10T21:00:00.000+0000,8656140.0,1638176258
EEX,EEX,"Emerald Holding, Inc.",4.07,-5.3488374,-0.23000002,4.0,4.12,7.28,3.77,285443360.0,4.4272,4.96905,63160.0,94426.0,NYSE,4.12,4.3,-1.929,,2022-02-16T13:30:00.000+0000,70133504.0,1638176258
EH,EH,EHang Holdings Limited,21.93,-4.402791,-1.0100002,21.6,22.5,129.8,11.86,1215558016.0,24.094,31.00755,467014.0,705022.0,NASDAQ,21.9,22.94,-0.529,,2021-12-02T13:30:00.000+0000,55429002.0,1638176258
EHT,EHT,Eaton Vance 2021 Target Term Trust,9.84,0.05084,0.00500011,9.83,9.84,9.88,9.31,211220528.0,9.833879,9.823243,100275.0,46402.0,NYSE,9.83,9.835,,,,21465501.0,1638176258
EHTH,EHTH,"eHealth, Inc.",23.06,-2.7414577,-0.6499996,21.9598,23.29,93.19,21.9598,608509568.0,38.247,53.30485,567299.0,633604.0,NASDAQ,22.67,23.71,-0.891,,2022-02-16T10:59:00.000+0000,26388099.0,1638176258
EMO,EMO,ClearBridge Energy Midstream Opportunity Fund Inc,22.62,-3.498292,-0.8199997,22.11,23.03,25.59,12.65,301006624.0,23.4156,21.40815,80680.0,46522.0,NYSE,23.03,23.44,,,2021-01-08T08:00:18.000+0000,13307101.0,1638176258
ENBL,ENBL,"Enable Midstream Partners, LP",7.48,-2.7308197,-0.21000004,7.28,7.53,9.91,4.92,3260472064.0,8.107,7.93235,680368.0,689398.0,NYSE,7.43,7.69,0.959,7.7997913,2022-02-22T13:30:00.000+0000,435891987.0,1638176258
ENVIU,ENVIU,Environmental Impact Acquisition Corp.,10.52,-0.14237674,-0.01499939,10.52,10.56,11.84,9.77,,10.43646,10.306405,63.0,5541.0,NASDAQ,10.53,10.535,,,,,1638176258
ENVX,ENVX,Enovix Corporation,34.87,-1.8299593,-0.6500015,33.4,35.32,39.48,11.65,5064728064.0,25.3704,18.381325,478261.0,1170696.0,NASDAQ,34.29,35.52,-0.639,,2021-11-08T16:01:02.000+0000,145246001.0,1638176258
ERES,ERES,East Resources Acquisition Company,9.89,0.2026389,0.02000046,9.86,9.89,10.732,9.63,426506272.0,9.85216,9.85546,43614.0,87893.0,NASDAQ,9.87,9.87,,,,43125002.0,1638176258
ESSC,ESSC,East Stone Acquisition Corporation,10.24,0.58938575,0.05999947,10.15,10.24,10.59,9.21,181283840.0,10.21546,10.096645,3421.0,64763.0,NASDAQ,10.15,10.18,-0.091,,,17703500.0,1638176258
ETB,ETB,Eaton Vance Tax-Managed Buy-Write Income Fund,16.48,-1.4354054,-0.23999977,16.32,16.64,17.2,14.19,453860832.0,16.4556,16.22455,57827.0,59584.0,NYSE,16.62,16.72,3.731,4.4170465,,27540099.0,1638176258
EUFX,EUFX,ProShares Short Euro,45.26,-0.984469,-0.450001,45.23,45.26,45.71,40.56,,44.2828,43.08765,719.0,482.0,NYSE,45.23,45.71,,,,,1638176258
EVI,EVI,"EVI Industries, Inc.",34.74,-4.350215,-1.579998,33.07,36.3,44.49,23.92,426551648.0,30.845,29.92015,48652.0,16447.0,AMEX,35.11,36.32,0.717,48.451885,2022-02-07T21:00:00.000+0000,12278401.0,1638176258
EVIO,EVIO,"EVIO, Inc.",0.0005,0.0,0.0,0.0004,0.0005,0.0179,0.0003,1344475.0,0.0007516,0.00178735,5007344.0,173812799.0,MUTUAL_FUND,0.0005,0.0005,-0.386,,2019-05-17T14:59:00.000+0000,2688950000.0,1638176258
EVV,EVV,Eaton Vance Limited Duration Income Fund,13.1,-0.75757146,-0.09999943,13.08,13.17,13.49,12.16,1521827072.0,13.2452,13.03655,286986.0,374160.0,NYSE,13.15,13.2,3.012,4.3492694,,116170005.0,1638176258
EWBC,EWBC,"East West Bancorp, Inc.",77.92,-6.052573,-5.0200043,77.09,79.87,87.77,42.51,11057393664.0,80.5594,75.29665,524393.0,628931.0,NASDAQ,79.65,82.94,5.731,13.5962305,2022-01-26T13:30:00.000+0000,141907003.0,1638176258
EXK,EXK,Endeavour Silver Corp.,4.81,-5.6862736,-0.28999996,4.685,5.066,7.76,3.26,819917376.0,4.811,5.4454,2429212.0,2592165.0,NYSE,5.06,5.1,0.209,23.014353,2021-11-09T06:50:00.000+0000,170460993.0,1638176258
EXPR,EXPR,"Express, Inc.",3.93,-6.8720317,-0.28999972,3.8,4.0782,13.97,0.86,263223552.0,4.4816,4.5403,4008379.0,3791868.0,NYSE,4.04,4.22,-2.733,,2021-12-02T13:30:00.000+0000,66978003.0,1638176258
EXR,EXR,Extra Space Storage Inc.,198.79,-2.7065456,-5.530014,197.35,202.8,204.74,106.56,26616389632.0,186.5644,162.6075,456207.0,602915.0,NYSE,202.05,204.32,5.384,36.922363,2022-02-21T10:59:00.000+0000,133891995.0,1638176258
FBIO,FBIO,"Fortress Biotech, Inc.",2.83,-5.0335603,-0.1500001,2.805,2.975,6.1,2.36,281951200.0,3.2332,3.6079,446697.0,587326.0,NASDAQ,2.91,2.98,-0.476,,2021-11-15T16:01:00.000+0000,99629399.0,1638176258
FBRT,FBRT,"Franklin BSP Realty Trust, Inc.",15.99,-2.0220582,-0.32999992,15.84,16.42,17.74,15.84,702782848.0,16.651072,16.651072,140249.0,318800.0,NYSE,16.0,16.32,2.369,6.7496834,2022-01-25T10:59:00.000+0000,43951398.0,1638176258
FCF,FCF,First Commonwealth Financial Corporation,15.37,-4.6526113,-0.75000095,15.04,15.735,16.28,9.64,1459106304.0,14.6504,14.2372,470299.0,409973.0,NYSE,15.51,16.12,1.341,11.4615965,2022-01-24T21:00:00.000+0000,94932095.0,1638176258
FE,FE,FirstEnergy Corp.,37.91,-2.5700336,-1.0,37.79,38.64,39.94,26.27,20638961664.0,37.5278,37.01285,1831096.0,3073836.0,NYSE,38.45,38.91,2.012,18.841948,2022-02-16T13:30:00.000+0000,544419986.0,1638176258
FELP,FELP,,50.94,0.32,0.16,,,52.1,32.57,13748145152.0,50.031666,45.02941,,0.0,,,50.78,,,,269888990.0,1638176258
FEYE,FEYE,"FireEye, Inc.",17.27,-3.411626,-0.6099987,17.135,17.8,25.53,13.2701,4117945088.0,18.082285,19.59743,3510135.0,2963026.0,NASDAQ,17.89,17.88,-0.844,,2022-01-31T10:59:00.000+0000,238444996.0,1638176258
FGB,FGB,First Trust Specialty Finance and Financial Opportunities Fund,3.981,-1.94581,-0.079,3.93,4.005,4.39,3.06,57197416.0,4.1206,4.0848,97231.0,44573.0,NYSE,4.0,4.06,,,,14367600.0,1638176258
FII,FII,,,0.0,,,,,,,,,,,,,,,,,,1638176258
FIIIU,FIIIU,Forum Merger III Corporation,11.11,2.8703654,0.30999947,11.01,11.38,16.29,9.8,,10.52285,11.783244,2422.0,2714.0,NASDAQ,11.01,10.8,,,,,1638176258
FIXX,FIXX,"Homology Medicines, Inc.",5.22,-1.6949183,-0.09000015,5.0,5.27,15.24,4.995,298324544.0,6.4778,7.40875,372877.0,475473.0,NASDAQ,5.18,5.31,-1.734,,2021-11-15T07:10:00.000+0000,57150296.0,1638176258
FLS,FLS,Flowserve Corporation,31.34,-4.1590233,-1.3600006,30.85,31.87,44.39,30.85,4082599168.0,34.769,38.93755,354207.0,725253.0,NYSE,31.8,32.7,1.15,27.252174,2022-02-21T10:59:00.000+0000,130268002.0,1638176258
FLXT,FLXT,"Flexpoint Sensor Systems, Inc.",0.06485,3.0428226,0.001915,0.0591,0.0649,0.11,0.02,7418581.0,0.0654,0.06815,40090.0,189312.0,MUTUAL_FUND,0.05955,0.062935,-0.003,,2017-11-13T10:59:00.000+0000,114396006.0,1638176258
FNWB,FNWB,First Northwest Bancorp,18.22,-4.004216,-0.7600002,18.18,18.92,19.25,13.7,182675536.0,18.036,17.7177,4689.0,15069.0,NASDAQ,18.8,18.98,1.523,11.96323,2022-01-26T10:59:00.000+0000,10026100.0,1638176258
FOLD,FOLD,"Amicus Therapeutics, Inc.",10.8,-4.7619047,-0.53999996,10.63,11.26,25.39,8.6,3009301248.0,11.065,10.372,1268867.0,2452760.0,NASDAQ,11.11,11.34,-0.901,,2021-11-09T07:00:01.000+0000,278639004.0,1638176258
FORTY,FORTY,Formula Systems (1985) Ltd.,117.91,0.6058078,0.7100067,114.6,117.91,142.0,75.3,1803350912.0,108.4886,94.48295,1569.0,5392.0,NASDAQ,115.8,117.2,3.266,36.10227,,15294300.0,1638176258
FRONU,FRONU,Frontier Acquisition Corp.,9.91,-0.6018096,-0.06000042,9.9,9.94,10.79,9.86,,9.94272,10.011264,796.0,5215.0,NASDAQ,9.92,9.97,,,,,1638176258
FRSH,FRSH,Freshworks Inc. Class A Common Stock,35.55,1.4554746,0.5099983,34.42,35.93,53.356,33.73,9354165248.0,41.788937,41.788937,429889.0,2322763.0,NASDAQ,34.67,35.04,-48.102,,2021-11-02T20:00:00.000+0000,263127011.0,1638176258
FSBC,FSBC,Five Star Bancorp,29.52,-0.539083,-0.15999985,29.0662,29.87,33.617,20.0,508446592.0,26.1098,25.285172,52550.0,28444.0,NASDAQ,29.4,29.68,3.012,9.8007965,2021-10-25T20:00:00.000+0000,17223801.0,1638176258
FSFG,FSFG,"First Savings Financial Group, Inc.",26.125,-2.3729455,-0.6350002,25.4,26.47,29.98,19.586666,186163872.0,27.908,25.200333,5473.0,13073.0,NASDAQ,25.9702,26.76,4.12,6.3410196,2022-01-31T10:59:00.000+0000,7125890.0,1638176258
FST,FST,FAST Acquisition Corp.,11.51,-0.77586335,-0.09000015,11.3975,11.8,14.1,9.66,287750016.0,12.4188,12.293675,128647.0,48892.0,NYSE,11.62,11.6,-2.822,,,25000001.0,1638176258
FTVIW,FTVIW,FinTech Acquisition Corp. VI,1.06,0.0,0.0,1.05,1.06,1.06,1.05,,0.0,0.0,13200.0,0.0,NASDAQ,0.96,1.06,,,,,1638176258
FXLV,FXLV,F45 Training Holdings Inc.,9.78,-5.8710356,-0.6100006,9.66,10.16,17.75,9.66,885623936.0,13.5948,14.180421,345680.0,415682.0,NYSE,10.15,10.39,-5.297,,2021-11-12T13:30:00.000+0000,90554595.0,1638176258
FYBR,FYBR,"Frontier Communications Parent, Inc.",34.45,-1.2327989,-0.4300003,34.19,35.05,35.09,23.24,8419855872.0,30.4256,28.743517,840312.0,1927209.0,NASDAQ,34.24,34.88,36.498,0.94388735,2021-11-03T07:00:01.000+0000,244408008.0,1638176258
GBLX,GBLX,"GB Sciences, Inc.",0.027,-5.2631555,-0.0015,0.025,0.03,0.13,0.025,8570583.0,0.0316,0.04975,857253.0,318666.0,MUTUAL_FUND,0.029,0.0285,-0.007,,2020-08-28T10:59:00.000+0000,317429000.0,1638176258
GBR,GBR,"New Concept Energy, Inc.",3.16,0.9584655,0.02999997,2.9,3.18,30.99,1.61,16216899.0,3.8796,4.56065,67371.0,403719.0,AMEX,3.0,3.13,0.017,185.88235,2021-11-10T16:50:00.000+0000,5131930.0,1638176258
GBRGU,GBRGU,Goldenbridge Acquisition Limited,10.78,0.0,0.0,10.46,10.78,10.8,9.95,,10.52992,10.395624,0.0,861.0,NASDAQ,10.49,10.78,-0.125,,,,1638176258
GFMH,GFMH,Goliath Film and Media Holdings,0.016,0.0,0.0,0.016,0.016,0.049,0.00505,2223440.0,0.0221186,0.01989325,9001.0,236991.0,MUTUAL_FUND,0.016,0.016,0.0,,,138965000.0,1638176258
GHC,GHC,Graham Holdings Company,594.05,-1.5120108,-9.119995,586.3,596.0,685.0,445.0,2942133504.0,592.2192,618.432,12514.0,16103.0,NYSE,594.5,603.17,100.685,5.9000845,2022-02-22T13:30:00.000+0000,4952670.0,1638176258
GIII,GIII,"G-III Apparel Group, Ltd.",30.71,-3.8208618,-1.2200012,29.16,31.0,35.8,20.22,1491464832.0,29.829,30.87285,247273.0,314557.0,NASDAQ,30.73,31.93,2.493,12.318491,2021-12-01T13:30:00.000+0000,48566097.0,1638176258
